"cafeno","name","address","business_hours","tel"
"781","폴스일레븐","서울 종로구 삼청로 102","",""
"782","목향1","서울 종로구 인사동길 42-8","매일 10:00 ~ 22:00","02-2233-9239"
"788","부미","서울 종로구 돈화문로 95","",""
"789","커피라","서울 종로구 율곡로6길 13-1","",""
"790","끼룩하우스","서울 종로구 돈화문로11나길 26-4","매일 10:30 ~ 22:00","02-747-2626"
"796","숙녀미용실","서울 종로구 삼일대로32길 41","월~금 08:00 ~ 20:00",""
"798","소담","서울 종로구 인사동14길 14","","02-730-9677"
"799","타이거타이거","서울 종로구 율곡로10길 27-13 2층","매일 11:00 ~ 24:00","02-747-1986"
"800","달콤한인사","서울 종로구 인사동길 49 1층 2호","매일 10:00 ~ 22:00","02-6954-2905"
"801","도채비도반한찻집","서울 종로구 인사동길 45 인덕빌딩 2층","","02-720-5387"
"802","카카듀 인사점","서울 종로구 인사동길 35-4 인사동마루 본관 201호","월~금 10:30 ~ 21:00",""
"803","폴바셋 광화문점","서울 종로구 종로1길 50 더케이트윈타워 1층","월~금 07:00 ~ 22:00","02-3701-9170"
"804","미담헌","서울 종로구 돈화문로11다길 41","월~금 09:00 ~ 20:00","02-747-7009"
"806","카디프","서울 종로구 삼청로 103-6","","02-730-4701"
"807","노블호텔 커피라","서울 종로구 율곡로6길 13-3","",""
"808","인사동전통찻집","서울 종로구 인사동길 33-1","매일 10:00 ~ 23:00","02-723-4909"
"809","매머드 익스프레스 수송동점","서울 종로구 율곡로4길 6 1층","","02-723-0480"
"810","로댕찻집","서울 종로구 인사동16길 8-4","","02-734-0414"
"811","취명헌","서울 종로구 인사동길 50","",""
"812","프라이빗페이퍼","서울 종로구 삼청로 108-12","","02-741-9740"
"815","여유당둘라이브카페","서울 종로구 삼일대로32길 45","","02-765-0709"
"816","인티맥스 휴다인","서울 종로구 우정국로 65-6","","02-3210-0118"
"817","모깃불에달끄스릴라","서울 종로구 인사동길 58","",""
"819","바라밀","서울 종로구 우정국로 67","",""
"821","오르기브","서울 종로구 삼일대로32길 22","월~토 11:30 ~ 19:30",""
"824","디어무이","서울 종로구 돈화문로 98","",""
"825","바토","서울 종로구 율곡로6길 28","",""
"828","전통찻집지대방","서울 종로구 인사동길 33 2층","매일 10:00 ~ 24:00","02-738-5379"
"829","내생애에스프레소 2호점","서울 종로구 율곡로 18","","02-737-4894"
"830","일리고","서울 종로구 율곡로4길 7","",""
"831","이리스","서울 종로구 율곡로6길 28","",""
"832","숙녀미용실카페&펍","서울 종로구 삼일대로32길 41","월~금 08:00 ~ 20:00",""
"833","옛찻집","서울 종로구 인사동길 33-1","월~토 10:00 ~ 23:00","02-722-5332"
"834","나예쇼콜라","서울 종로구 삼청로 108-6","",""
"837","덕이다방","서울 종로구 인사동12길 7","","02-736-3967"
"839","카페온화 익선점","서울 종로구 수표로28길 21-10","",""
"841","조각하늘","서울 종로구 인사동12길 14-3","",""
"843","카페희원","서울 종로구 삼일대로32길 22-4 1층","월~토 09:00 ~ 20:00","02-6338-9481"
"847","카페세원","서울 종로구 삼일대로 453","",""
"848","전통찻집인사마루","서울 종로구 인사동길 35-3 2,3층","",""
"852","관훈갤러리카페","서울 종로구 인사동11길 5","","02-732-6469"
"853","예술마당","서울 종로구 인사동14길 14","",""
"854","커피빈 인사점","서울 종로구 인사동4길 18 오라카이스위츠 1층","월~목 07:00 ~ 23:00","02-6262-8100"
"859","하이웨스트 익선","서울 종로구 돈화문로11다길 18","",""
"860","카페운니","서울 종로구 삼일대로32길 57","",""
"861","포비 광화문점","서울 종로구 종로3길 17 광화문D타워 1층 21호","월~금 08:00 ~ 22:30","02-2251-8125"
"863","커피기업 광화문점","서울 종로구 삼봉로 71 신라스테이 1층 102호","월~금 07:00 ~ 21:00","02-6281-3977"
"865","민화부티크","서울 종로구 삼일대로26길 24 1층","매일 11:00 ~ 23:00","02-762-2988"
"867","이바구전통찻집","서울 종로구 인사동6길 5","","02-730-2088"
"869","브릭매쉬","서울 종로구 삼일대로32길 22","",""
"873","푸어재","서울 종로구 인사동길 44","","02-725-5002"
"874","오얏꽃","서울 종로구 돈화문로11다길 15","매일 11:00 ~ 23:00","02-762-8233"
"875","서영보이","서울 종로구 우정국로 58-1","","02-722-0855"
"876","대디오","서울 종로구 율곡로2길 7 서머셋펠리스호텔 104","",""
"877","우피","서울 종로구 삼청로 113","",""
"878","가나다","서울 종로구 율곡로10길 12 1층","",""
"879","더 고유","서울 종로구 인사동길 49","","0507-367-2221"
"880","카페마루","서울 종로구 삼일대로 438","","02-764-0555"
"881","티파니","서울 종로구 삼청로 124-4","월요일","02-732-1004"
"883","크레프레이","서울 종로구 삼일대로30길 56","첫째,셋째 월요일","02-763-0528"
"884","다예원","서울 종로구 인사동길 43","",""
"886","나무새찻집","서울 종로구 인사동길 47-9","",""
"889","플리퍼스 익선점","서울 종로구 수표로28길 31 1층","매일 10:00 ~ 23:00",""
"890","아리랑국악라이브","서울 종로구 인사동10길 24","","02-732-1108"
"893","온","서울 종로구 돈화문로11다길 17","매일 10:00 ~ 23:00","02-741-5733"
"899","밀크홀1937 종로점","서울 종로구 종로 86-1","월~금 08:00 ~ 23:00","070-8801-1937"
"904","모노레일에스프레소 트윈트리점","서울 종로구 율곡로 6 트윈트리타워 지하1층","월~금 08:00 ~ 19:00",""
"907","쪼꼬커피","서울 종로구 돈화문로11나길 42 1층","월~금 10:00 ~ 21:00","0507-1301-1041"
"911","카페뎀셀브즈","서울 종로구 삼일대로 388 1~3층","매일 10:00 ~ 23:00","02-2266-5947"
"912","달마가 인사동에 온 까닭은","서울 종로구 관훈동 24","","02-720-6540"
"914","오바바","서울 종로구 서순라길 81 금보빌딩 1층 101호","","02-6083-9167"
"915","코피티암","서울 종로구 종로1길 50 지하1층","매일 07:30 ~ 21:00","070-4413-7700"
"918","드링크7 커피","서울 종로구 삼일대로 442-2","","02-766-3004"
"919","시크릿가든","서울 종로구 돈화문로 68-1","매일 10:00 ~ 21:00","02-741-9289"
"922","반쥴","서울 종로구 삼일대로17길 23 3층","월~토 11:30 ~ 22:30","02-735-5437"
"923","솔내음","서울 종로구 수표로28길 17-32 1층","매일 11:00 ~ 23:00","02-741-1617"
"926","일록","서울 종로구 인사동11길 22","",""
"928","동그라미카페","서울 종로구 삼일대로30길 21","",""
"936","웰스토리카페","서울 종로구 율곡로2길 19","",""
"937","갤러리소연카페","서울 종로구 서순라길 149","","02-546-2498"
"946","사계","서울 종로구 인사동길 30-3","",""
"949","대학로수제모찌 익선동직영점","서울 종로구 돈화문로11나길 22","",""
"950","hue","서울 종로구 인사동길 37","",""
"955","은빛행복가게","서울 종로구 삼일대로 441","",""
"956","퀸","서울 종로구 종로1길 55-1 2층","","02-720-2409"
"958","운수좋은날 사주와타로","서울 종로구 인사동길 18","","02-763-1685(팩스)"
"959","낯익다","서울 종로구 돈화문로11다길 26 1층","","02-741-7177"
"960","오타르","서울 종로구 수표로28길 27","매일 10:00 ~ 22:00",""
"961","고하","서울 종로구 돈화문로11가길 65","",""
"964","게이샤커피","서울 종로구 인사동길 35-4 마루아트센터 본관 2층 201호","매일 10:30 ~ 20:00","010-5378-6352"
"967","라이브클럽소우","서울 종로구 율곡로4길 66 삼성빌딩 3층","월~금 11:00 ~ 01:00","02-730-1260"
"969","스타벅스 광화문D타워점","서울 종로구 종로3길 17 D타워","월~금 07:00 ~ 22:00","1522-3232"
"971","cafe JiBob","서울 종로구 북촌로 137-19","","02-730-9751"
"977","마음정원","서울 종로구 인사동길 35-6 마루아트센터 1층","","010-4830-3082"
"979","다경향실","서울 종로구 인사동길 32","",""
"983","바람부는섬","서울 종로구 인사동길 20","","02-735-4948"
"985","결by 빈브라더스","서울 종로구 우정국로 26","월~금 07:30 ~ 21:30","02-6370-5840"
"989","애즈라이크","서울 종로구 효자로7길 23 1층","월~금 08:30 ~ 20:30","02-722-9994"
"990","커피홀릭","서울 종로구 삼일대로30길 23","",""
"992","티번 창덕궁점","서울 종로구 돈화문로 66","",""
"998","티닥네추럴카페","서울 종로구 인사동길 35-6 인사동마루 1층","",""
"999","미스터힐링 종각역점","서울 종로구 종로 62-1 삼목빌딩 4층","","02-723-5599"
"1000","투캣츠","서울 종로구 인사동길 11-1 3층","","02-722-7833"
"1004","테라로사 광화문점","서울 종로구 종로1길 50","월~금 07:30 ~ 22:00",""
"1005","호텔세느장","서울 종로구 돈화문로11길 28-5","매일 12:00 ~ 24:00","02-766-8211"
"1008","펠트커피 광화문점","서울 종로구 종로3길 17 b2층","월~금 07:00 ~ 20:00","02-2251-8010"
"1010","청수당","서울 종로구 돈화문로11나길 31-9","",""
"1011","서울커피 익선점","서울 종로구 수표로28길 33-3 1층","매일 11:00 ~ 22:30","02-6085-4890"
"1013","카페이마","서울 종로구 세종대로 152 일민미술관 1층","월~금 10:00 ~ 22:00","02-2020-2088"
"1015","스타벅스 더종로R점","서울 종로구 종로 51","월~금 07:30 ~ 22:00","1522-3232"
"1017","타이거슈가 광화문점","서울 종로구 종로 33 그랑서울 1층 103,104호","매일 11:00 ~ 22:00",""
"1021","로코랩","서울 종로구 율곡로4길 51","월~금 08:30 ~ 21:30","02-3210-3258"
"1022","할리스커피 종로본점","서울 종로구 종로 84","매일 00:00 ~ 24:00","02-734-2838"
"1024","카페드람브르","서울 종로구 종로 80 2층","매일 10:00 ~ 23:00","02-730-4306"
"1025","결","서울 종로구 우정국로 26 센트로폴리스 1층","월~금 07:30 ~ 20:30","02-6370-5840"
"1027","도쿄빙수 익선점","서울 종로구 삼일대로30길 43 송정빌딩 1층","매일 11:00 ~ 22:00","02-762-0716"
"1028","카페마마스 광화문점","서울 종로구 종로1길 50 더케이트윈타워 A동 1층","매일 10:30 ~ 21:30","02-736-1250"
"1029","별다방미스리 인사동점","서울 종로구 인사동길 59 2층","매일 10:00 ~ 23:00","02-739-0939"
"1032","식물","서울 종로구 돈화문로11다길 46-1 1층","월,화,수,목,일 11:00 ~ 24:00","02-742-7582"
"1034","익선주택","서울 종로구 수표로28길 17-33","월,화,수,목,일 11:00 ~ 23:00",""
"1035","루프트커피 광화문점","서울 종로구 종로 33 그랑서울 1층","월~금 08:00 ~ 21:00","02-2158-7945"
"1036","뜰안","서울 종로구 수표로28길 17-35","월요일","02-745-7420"
"1038","우드앤브릭 케이트윈타워점","서울 종로구 종로1길 50 더케이트윈타워 B동 1층","월~금 07:00 ~ 22:00","02-730-9663"
"1039","반짝반짝빛나는 인사동점","서울 종로구 인사동길 28-1 2층","매일 10:00 ~ 23:00","02-738-4525"
"1041","스타벅스 종각점","서울 종로구 종로 64","월~금 07:00 ~ 22:00","1522-3232"
"1042","쩐주단 서울본점","서울 종로구 종로 70-1 1층","매일 11:00 ~ 22:00","02-738-0331"
"1050","간니닌니아지트니블리","서울 종로구 인사동10길 5 2층","월~금 11:00 ~ 20:00",""
"1051","세루리안 인사점","서울 종로구 인사동12길 17","매일 10:00 ~ 21:00","02-735-5865"
"1053","감꽃당","서울 종로구 돈화문로11다길 38","매일 09:00 ~ 22:30","02-747-3999"
"1059","까치화방 종로점","서울 종로구 종로 51 종로타워 1층","매일 09:00 ~ 22:00","02-730-9040"
"1062","설빙 서울인사점","서울 종로구 인사동길 14 2,3층","매일 10:30 ~ 22:30","070-4227-2655"
"1063","폴루이트","서울 종로구 우정국로2길 41 3층","매일 12:00 ~ 23:00","02-730-5190"
"1066","다리치카페","서울 종로구 돈화문로5가길 22 지하1층, 1~2층","월~토 09:00 ~ 23:00","02-747-8667"
"1069","엘리","서울 종로구 수표로28길 21-6 1층","월,화,수,목,일 11:30 ~ 22:00","02-2135-3360"
"1070","보드스토리","서울 종로구 종로12길 16 대성빌딩 4층","매일 13:00 ~ 23:30","02-732-5400"
"1071","루스카","서울 종로구 수표로28길 35","매일 10:30 ~ 22:30","02-742-4121"
"1072","공차 종로본점","서울 종로구 종로 66 대한성서공회 종로회관 1층","월~목 07:30 ~ 22:30","02-734-7758"
"1075","커피스미스 종로점","서울 종로구 종로 85 2층","매일 10:00 ~ 24:00","02-722-6740"
"1076","폴바셋 광화문디타워점","서울 종로구 종로3길 17 1층","월~금 07:30 ~ 22:30","02-2251-8134"
"1080","셜록홈즈 종각점","서울 종로구 삼일대로17길 17 4층","","02-725-0522"
"1081","폴바셋 종각역점","서울 종로구 종로 47","월~금 07:00 ~ 22:00","02-3446-8717"
"1082","R카페","서울 종로구 돈화문로11다길 27","매일 12:00 ~ 21:00","02-747-0780"
"1085","47번가찻집","서울 종로구 인사동길 47-9","","02-737-2563"
"1086","담장옆에국화꽃CCOT 안녕인사동점","서울 종로구 인사동길 49 2층 6호","","02-6954-2979"
"1088","카페종로시장","서울 종로구 우정국로2길 8 1층","","02-732-1452"
"1089","투썸플레이스 종로5가역점","서울 종로구 종로 201-1 1층","월~금 07:30 ~ 23:00","02-763-1644"
"1091","헤이줄리","서울 종로구 동순라길 108","","070-4191-0716"
"1093","플리즈커피","서울 종로구 삼일대로30길 38","매일 09:00 ~ 23:00","02-747-2257"
"1095","빌리엔젤 종각역점","서울 종로구 삼봉로 94 1층","월~금 07:30 ~ 22:30","02-2160-8488"
"1100","투썸플레이스 경복궁점","서울 종로구 율곡로 6 트윈트리타워 A동 1층","매일 07:00 ~ 21:00","02-6016-6886"
"1102","스타벅스 광화문우체국점","서울 종로구 종로 6","월~금 07:00 ~ 22:00","1522-3232"
"1104","스타벅스 종로수송점","서울 종로구 종로5길 30","월~금 07:00 ~ 22:00","1522-3232"
"1105","스타벅스 이마빌딩점","서울 종로구 종로1길 42","월~금 07:00 ~ 21:00","1522-3232"
"1107","아마츄어작업실","서울 종로구 청계천로 97-6","",""
"1109","스타벅스 서울극장점","서울 종로구 돈화문로 13 서울극장 1층","월,화 09:30 ~ 19:30","1522-3232"
"1110","조쉬윌로우커피","서울 종로구 종로 185 2층","월~금 07:00 ~ 23:00","02-747-4085"
"1111","홀리데이베이커리","서울 종로구 돈화문로11다길 26 1층","","02-743-1530"
"1113","공차 종로그랑서울점","서울 종로구 종로 33 지하1층 110호","월~금 07:00 ~ 21:00","02-2158-7890"
"1117","브리오슈도레 그랑서울점","서울 종로구 종로 33 지하1층","월~금 07:00 ~ 22:00","02-2158-7884"
"1118","카페트루어스","서울 종로구 인사동길 11 2,3층","매일 08:30 ~ 23:00","02-722-4855"
"1119","달콤커피 종로종각점","서울 종로구 종로12길 16 대성빌딩 1~3층","매일 07:00 ~ 24:00","02-733-3535"
"1124","스타벅스 종로구청","서울 종로구 삼봉로 71","월~금 07:00 ~ 22:00","1522-3232"
